,Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
1522,ENTRE RIOS,Victoria,Rincón de Nogoyá,0,0,0,0,0,0,0,19,19
1523,ENTRE RIOS,Victoria,Victoria,416,3,0,2,0,0,0,352,452
1524,ENTRE RIOS,Villaguay,Estación Raíces,34,0,0,0,0,0,0,5,39
1525,ENTRE RIOS,Villaguay,Ingeniero Miguel Sajaroff,0,0,0,0,0,0,0,44,44
1526,ENTRE RIOS,Villaguay,Jubileo,0,0,0,16,0,0,0,65,81
1527,ENTRE RIOS,Villaguay,Villa Clara,76,0,0,49,0,1,0,68,194
1528,ENTRE RIOS,Villaguay,Villa Domínguez,0,0,0,30,0,0,0,114,144
1529,ENTRE RIOS,Villaguay,Villaguay,138,0,0,336,1,0,0,127,6
1530,ENTRE RIOS,Villaguay,Paso de la Laguna,0,0,0,0,0,0,0,39,39
1531,FORMOSA,Bermejo,Fortín Soledad,0,0,0,0,1,0,0,7,8
1532,FORMOSA,Bermejo,La Rinconada,0,0,0,0,0,0,0,8,8
1533,FORMOSA,Bermejo,Laguna Yema,0,0,0,0,0,2,0,76,78
1534,FORMOSA,Bermejo,Lamadrid,0,0,0,0,0,0,0,7,7
1535,FORMOSA,Bermejo,Los Chiriguanos,0,0,0,0,0,0,0,40,40
1536,FORMOSA,Bermejo,Pozo de Maza,0,0,0,0,1,1,0,16,18
1537,FORMOSA,Bermejo,Pozo del Mortero,0,0,0,0,0,0,0,13,13
1538,FORMOSA,Bermejo,Vaca Perdida,0,0,0,0,0,0,0,5,5
1539,FORMOSA,Bermejo,Guadalcazar,0,0,0,0,0,0,0,9,9
1540,FORMOSA,Formosa,Colonia Pastoril,0,0,0,0,0,0,0,74,74
1541,FORMOSA,Formosa,Formosa,1005,1687,0,728,32,5,0,783,4207
1542,FORMOSA,Formosa,Gran Guardia,0,0,0,0,0,0,0,69,69
1543,FORMOSA,Formosa,Mariano Boedo,0,0,0,0,0,0,0,31,31
1544,FORMOSA,Formosa,Mojón de Fierro,0,0,0,0,0,1,0,28,29
1545,FORMOSA,Formosa,San Hilario,0,0,0,0,0,1,0,28,29
1546,FORMOSA,Formosa,Villa del Carmen,0,0,0,80,0,2,0,56,138
1547,FORMOSA,Laishi,Banco Payaguá,0,0,0,0,0,0,0,32,32
1548,FORMOSA,Laishi,General Lucio Victorio Mansilla,12,0,0,0,0,2,0,167,181
1549,FORMOSA,Laishi,Herradura,0,0,0,0,0,0,0,131,131
1550,FORMOSA,Laishi,OTROS,0,0,0,0,0,0,0,132,132
1551,FORMOSA,Laishi,San Francisco de Laishi,0,0,0,0,0,3,0,239,242
1552,FORMOSA,Laishi,Tatané,0,0,0,0,0,0,0,61,61
1553,FORMOSA,Laishi,Villa Escolar,0,0,0,0,0,0,0,102,102
1554,FORMOSA,Matacos,Ingeniero Guillermo N. Juárez,205,0,0,0,0,1,0,252,458
1555,FORMOSA,Patiño,Bartolomé de las Casas,0,0,0,0,0,1,0,6,7
1556,FORMOSA,Patiño,Comandante Fontana,0,0,0,0,0,0,0,751,751
1557,FORMOSA,Patiño,Estanislao del Campo,37,0,0,0,0,0,0,157,194
1558,FORMOSA,Patiño,Fortín Cabo 1º Lugones,0,0,0,0,0,0,0,145,145
1559,FORMOSA,Patiño,Fortín Sargento 1º Leyes,0,0,0,0,0,0,0,6,6
1560,FORMOSA,Patiño,Ibarreta,236,0,0,0,1,3,0,518,758
1561,FORMOSA,Patiño,Juan G. Bazán,0,0,0,0,0,0,0,11,11
1562,FORMOSA,Patiño,Las Lomitas,460,0,0,153,1,5,0,232,222
1563,FORMOSA,Patiño,OTROS,0,0,0,0,0,0,0,44,44
1564,FORMOSA,Patiño,Posta Cambio Zalazar,0,0,0,0,0,0,0,58,58
1565,FORMOSA,Patiño,Pozo del Tigre,34,0,0,200,0,1,0,190,425
1566,FORMOSA,Patiño,San Martín II,0,0,0,1,0,0,0,369,370
1567,FORMOSA,Patiño,Subteniente Perín,0,0,0,0,0,1,0,71,72
1568,FORMOSA,Patiño,Villa General Güemes,0,0,0,2,1,0,0,446,449
1569,FORMOSA,Patiño,Villa General Manuel Belgrano,0,0,0,1,0,0,0,448,449
1570,FORMOSA,Patiño,San Martín I,0,0,0,0,0,0,0,5,5
1571,FORMOSA,Pilagás,Buena Vista,0,0,0,3,0,0,0,412,415
1572,FORMOSA,Pilagás,El Espinillo,0,0,0,0,0,0,0,300,300
1573,FORMOSA,Pilagás,Misión Tacaagle,0,0,0,0,0,0,0,149,149
1574,FORMOSA,Pilagás,Tres Lagunas,23,0,0,0,0,0,0,97,120
1575,FORMOSA,Pilagás,Laguna Gallo,0,0,0,0,0,1,0,5,6
1576,FORMOSA,Pilagás,Portón Negro,0,0,0,0,0,2,0,0,2
1577,FORMOSA,Pilcomayo,Clorinda,117,24,0,253,20,1,0,83,383
1578,FORMOSA,Pilcomayo,Laguna Blanca,40,0,0,315,1,0,0,630,986
1579,FORMOSA,Pilcomayo,Laguna Naick-Neck,109,0,0,0,0,2,0,363,474
1580,FORMOSA,Pilcomayo,Palma Sola,0,0,0,0,0,0,0,18,18
1581,FORMOSA,Pilcomayo,Riacho He-He,0,0,0,1,0,0,0,414,415
1582,FORMOSA,Pilcomayo,Siete Palmas,16,0,0,1,0,0,0,82,99
1583,FORMOSA,Pilcomayo,Puerto Pilcomayo,0,0,0,0,0,0,0,3,3
1584,FORMOSA,Pilcomayo,Riacho Negro,0,0,0,0,0,0,0,3,3
1585,FORMOSA,Pirané,Colonia Campo Villafañe,0,0,0,52,0,0,0,145,197
1586,FORMOSA,Pirané,El Colorado,134,0,0,160,3,5,0,867,238
1587,FORMOSA,Pirané,Palo Santo,0,173,0,0,0,1,0,291,465
1588,FORMOSA,Pirané,Pirané,0,0,0,957,101,6,0,464,153
1589,FORMOSA,Pirané,Villa Kilómetro 213,0,0,0,0,1,0,0,431,432
1590,FORMOSA,Ramón Lista,El Potrillo,0,0,0,0,2,0,0,20,22
1591,FORMOSA,Ramón Lista,El Quebracho,0,0,0,0,0,0,0,12,12
1592,FORMOSA,Ramón Lista,General Mosconi,0,0,0,8,4,3,0,33,48
1593,FORMOSA,Ramón Lista,OTROS,0,0,0,0,0,8,0,0,8
1594,JUJUY,Cochinoca,Abra Pampa,0,0,0,0,0,3,0,221,224
1595,JUJUY,Cochinoca,Puesto del Marquéz,0,0,0,5,0,0,0,0,5
1596,JUJUY,Cochinoca,La Redonda,0,0,0,0,0,2,0,0,2
1597,JUJUY,Doctor Manuel Belgrano,Guerrero,73,78,0,0,0,0,0,0,151
1598,JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),0,0,0,0,0,0,0,111,111
1599,JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),777,3957,0,344,36,4,0,140,8192
1600,JUJUY,Doctor Manuel Belgrano,Yala,0,0,0,0,0,2,0,3,5
1601,JUJUY,Doctor Manuel Belgrano,La Almona,0,2,0,3,0,0,0,0,5
1602,JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,0,0,0,2,0,3,0,8,13
1603,JUJUY,Doctor Manuel Belgrano,León,0,504,0,0,0,2,0,0,506
1604,JUJUY,El Carmen,El Carmen,415,359,0,510,0,2,0,1,129
1605,JUJUY,El Carmen,Manantiales,0,0,0,0,0,2,0,0,2
1606,JUJUY,El Carmen,Monterrico,0,104,0,0,0,1,0,10,105
1607,JUJUY,El Carmen,Pampa Blanca,66,261,0,0,0,3,0,1,331
1608,JUJUY,El Carmen,Perico,0,138,0,575,0,1,0,12,197
1609,JUJUY,El Carmen,Puesto Viejo,0,87,0,0,0,1,0,0,88
1610,JUJUY,El Carmen,Aguas Calientes,0,0,0,0,0,0,0,28,28
1611,JUJUY,Humahuaca,El Aguilar,0,0,0,0,0,1,0,0,1
1612,JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),0,0,0,5,0,0,0,0,5
1613,JUJUY,Humahuaca,Humahuaca,363,0,0,0,0,12,0,330,705
1614,JUJUY,Humahuaca,Tres Cruces,0,0,0,5,0,0,0,0,5
1615,JUJUY,Humahuaca,Uquía (Est. Senador Pérez),3,0,0,5,0,0,0,0,8
1616,JUJUY,Ledesma,Caimancito,202,0,0,0,0,1,0,38,241
1617,JUJUY,Ledesma,Calilegua,0,500,0,0,0,1,0,144,645
1618,JUJUY,Ledesma,Chalicán,0,0,0,0,0,0,0,78,78
1619,JUJUY,Ledesma,Fraile Pintado,633,23,0,0,0,1,0,121,778
1620,JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),60,607,0,1,0,3,0,787,792
1621,JUJUY,Ledesma,Yuto,0,0,0,0,0,2,0,176,178
1622,JUJUY,OTROS,OTROS,0,0,0,0,108,0,0,0,108
1623,JUJUY,Palpalá,Carahunco,1,0,0,0,0,2,0,0,3
1624,JUJUY,Palpalá,Centro Forestal,15,0,0,0,0,0,0,0,15
1625,JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),193,1,0,34,0,3,0,1,633
1626,JUJUY,Palpalá,Rio Blanco,0,53,0,21,0,0,0,0,74
1627,JUJUY,Rinconada,Liviara,0,0,0,0,0,5,0,0,5
1628,JUJUY,Rinconada,Loma Blanca,0,0,0,0,0,2,0,0,2
1629,JUJUY,Rinconada,Nuevo Pirquitas,0,0,0,5,0,1,0,0,6
1630,JUJUY,Rinconada,Coyaguaima,0,0,0,5,0,0,0,0,5
1631,JUJUY,Rinconada,Orosmayo,0,0,0,5,0,0,0,0,5
1632,JUJUY,Rinconada,Rinconada,0,0,0,0,0,4,0,0,4
1633,JUJUY,Rinconada,Lagunillas de Farallón,0,0,0,9,0,0,0,0,9
1634,JUJUY,San Antonio,Loteo Navea,0,0,0,77,0,0,0,0,77
1635,JUJUY,San Antonio,San Antonio,1,130,0,0,0,1,0,0,132
1636,JUJUY,San Antonio,El Ceibal,0,0,0,1,0,0,0,0,1
1637,JUJUY,San Antonio,Los Alisos,1,0,0,0,0,0,0,0,1
1638,JUJUY,San Pedro,La Esperanza,0,0,0,0,0,1,0,15,16
1639,JUJUY,San Pedro,La Mendieta,0,0,0,0,0,1,0,240,241
1640,JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),544,133,0,188,0,1,0,75,873
1641,JUJUY,San Pedro,San Lucas,0,0,0,0,0,0,0,10,10
1642,JUJUY,San Pedro,Don Emilio,0,0,0,0,0,0,0,37,37
1643,JUJUY,San Pedro,Rosario de Río Grande,0,0,0,0,0,0,0,54,54
1644,JUJUY,SANTA BARBARA,El Fuerte,0,0,0,0,0,5,0,0,5
1645,JUJUY,SANTA BARBARA,El Piquete,71,0,0,0,0,0,0,29,100
1646,JUJUY,SANTA BARBARA,El Talar,0,0,0,0,0,1,0,141,142
1647,JUJUY,SANTA BARBARA,OTROS,0,0,0,0,0,3,0,0,3
1648,JUJUY,SANTA BARBARA,Palma Sola,0,0,0,0,0,1,0,115,116
1649,JUJUY,SANTA BARBARA,Santa Clara,100,0,0,0,0,1,0,87,188
1650,JUJUY,SANTA BARBARA,Vinalito,0,0,0,0,0,0,0,30,30
1651,JUJUY,Santa Catalina,Casira,0,0,0,5,0,0,0,0,5
1652,JUJUY,Santa Catalina,Ciénega,0,0,0,5,0,0,0,0,5
1653,JUJUY,Santa Catalina,Cieneguillas,0,0,0,5,0,0,0,0,5
1654,JUJUY,Santa Catalina,Cusi Cusi,0,0,0,5,0,0,0,0,5
1655,JUJUY,Santa Catalina,Misarrumi,0,0,0,0,0,5,0,0,5
1656,JUJUY,Santa Catalina,Oratorio,0,0,0,5,0,0,0,0,5
1657,JUJUY,Santa Catalina,Paicone,0,0,0,5,0,0,0,0,5
1658,JUJUY,Santa Catalina,Santa Catalina,0,0,0,5,0,2,0,0,7
1659,JUJUY,Susques,El Toro,0,0,0,20,0,4,0,0,24
1660,JUJUY,Susques,Huáncar,0,0,0,27,0,0,0,0,27
1661,JUJUY,Susques,Olacapato,0,0,0,8,0,0,0,1,9
1662,JUJUY,Susques,Olaroz Chico,0,0,0,30,0,1,0,6,37
1663,JUJUY,Susques,Pastos Chicos,0,0,0,22,0,0,0,0,22
1664,JUJUY,Susques,Puesto Sey,0,0,0,20,0,0,0,0,20
1665,JUJUY,Susques,San Juan de Quillaqués,0,0,0,12,0,5,0,0,17
1666,JUJUY,Susques,Susques,0,0,0,275,0,21,0,17,313
1667,JUJUY,Susques,Coranzuli,0,0,0,60,0,0,0,0,60
1668,JUJUY,Susques,Catua,0,0,0,70,0,0,0,0,70
1669,JUJUY,Susques,Jama,0,0,0,11,0,0,0,0,11
1670,JUJUY,Susques,Mina Providencia,0,0,0,5,0,0,0,0,5
1671,JUJUY,Tilcara,Huacalera,0,0,0,5,0,0,0,0,5
1672,JUJUY,Tilcara,Maimará,0,0,0,5,0,2,0,77,84
1673,JUJUY,Tilcara,Tilcara,0,0,0,10,0,4,0,375,389
1674,JUJUY,Tumbaya,Bárcena,0,0,0,0,0,0,0,111,111
1675,JUJUY,Tumbaya,Purmamarca,75,0,0,0,0,0,0,1,76
1676,JUJUY,Tumbaya,Volcán,1,0,0,0,0,0,0,93,94
1677,JUJUY,Tumbaya,El Moreno,0,0,0,0,1,0,0,0,1
1678,JUJUY,Tumbaya,Tumbaya,0,0,0,0,0,0,0,342,342
1679,JUJUY,Valle Grande,Santa Ana,0,0,0,0,0,2,0,0,2
1680,JUJUY,Yavi,Barrios,0,0,0,5,0,0,0,0,5
1681,JUJUY,Yavi,Cangrejillos,0,0,0,5,0,0,0,0,5
1682,JUJUY,Yavi,La Intermedia,0,0,0,5,0,0,0,0,5
1683,JUJUY,Yavi,La Quiaca,660,0,0,75,5,1,0,1,742
1684,JUJUY,Yavi,Pumahuasi,0,0,0,5,0,0,0,0,5
1685,JUJUY,Yavi,Yavi Chico,0,0,0,5,0,0,0,0,5
1686,JUJUY,Yavi,Yavi,0,0,0,0,0,2,0,0,2
1687,LA PAMPA,Atreucó,Doblas,0,333,0,40,0,1,0,41,415
1688,LA PAMPA,Atreucó,Macachín,0,0,0,301,0,1,0,1,131
1689,LA PAMPA,Atreucó,Miguel Riglos,0,0,0,3,0,1,0,110,114
1690,LA PAMPA,Atreucó,Rolón,0,0,0,0,0,1,0,69,70
1691,LA PAMPA,Atreucó,Tomas M. Anchorena,0,0,1,0,0,1,0,5,7
1692,LA PAMPA,Caleu Caleu,La Adela,0,371,0,0,0,1,0,515,887
1693,LA PAMPA,Caleu Caleu,Anzoategui,0,0,0,0,0,2,0,0,2
1694,LA PAMPA,Capital,Anguil,0,138,0,2,99,1,0,334,574
1695,LA PAMPA,Capital,Santa Rosa,176,4702,66,12,66,3,0,271,5038
1696,LA PAMPA,Catriló,Catriló,0,541,1,686,327,2,0,0,156
1697,LA PAMPA,Catriló,La Gloria,0,0,0,0,24,0,0,0,24
1698,LA PAMPA,Catriló,Lonquimay,0,278,0,1,71,1,0,0,351
1699,LA PAMPA,Catriló,Uriburu,0,90,0,1,94,1,0,149,335
1700,LA PAMPA,Chalileo,Santa Isabel,0,0,2,0,0,1,0,812,815
1701,LA PAMPA,Chapaleufú,Bernardo Larroude,0,0,1,57,0,1,0,530,589
1702,LA PAMPA,Chapaleufú,Ceballos,0,0,0,1,0,1,0,67,69
1703,LA PAMPA,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),0,0,0,0,0,2,0,247,249
1704,LA PAMPA,Chapaleufú,Intendente Alvear,83,613,1,255,1,1,0,490,144
1705,LA PAMPA,Chapaleufú,Sarah,0,0,0,0,0,2,0,16,18
1706,LA PAMPA,Chapaleufú,Vértiz,0,0,0,0,0,0,0,107,107
1707,LA PAMPA,Chical Co,La Humada,0,0,0,0,0,1,0,152,153
1708,LA PAMPA,Conhelo,Conhelo,0,0,0,0,0,0,0,46,46
1709,LA PAMPA,Conhelo,Eduardo Castex,169,134,0,7,0,1,0,108,315
1710,LA PAMPA,Conhelo,Mauricio Mayer,0,0,0,0,0,1,0,30,31
1711,LA PAMPA,Conhelo,Monte Nievas,0,0,0,0,0,1,0,45,46
1712,LA PAMPA,Conhelo,Rucanelo,0,0,0,1,0,0,0,26,27
1713,LA PAMPA,Conhelo,Winifreda,0,192,2,693,2,0,0,195,108
1714,LA PAMPA,Curacó,Gobernador Duval,0,0,0,0,0,1,0,83,84
1715,LA PAMPA,Curacó,Puelches,0,0,0,0,0,1,0,68,69
1716,LA PAMPA,Guatraché,Alpachiri,0,0,0,2,0,1,0,0,3
1717,LA PAMPA,Guatraché,General Manuel J. Campos,0,0,0,2,0,1,0,0,3
1718,LA PAMPA,Guatraché,Guatraché,0,239,0,2,0,1,0,278,520
1719,LA PAMPA,Guatraché,Santa Teresa,0,0,0,2,0,0,0,0,2
1720,LA PAMPA,Guatraché,Perú,0,0,0,0,0,0,0,39,39
1721,LA PAMPA,Hucal,Abramo,0,0,0,1,0,1,0,69,71
1722,LA PAMPA,Hucal,Bernasconi,37,0,0,1,0,1,0,659,698
1723,LA PAMPA,Hucal,General San Martín (Est. Villa Alba),0,0,0,2,0,0,0,826,828
1724,LA PAMPA,Hucal,Jacinto Arauz,631,0,0,2,0,2,0,76,711
1725,LA PAMPA,Limay Mahuida,La Reforma,0,0,0,0,0,1,0,65,66
1726,LA PAMPA,Limay Mahuida,Limay Mahuida,0,0,0,0,0,1,0,16,17
1727,LA PAMPA,Loventué,Carro Quemado,0,0,0,1,0,1,0,50,52
1728,LA PAMPA,Loventué,Luan Toro,0,0,0,0,0,1,0,67,68
1729,LA PAMPA,Loventué,Telén,0,0,0,1,0,1,0,198,200
1730,LA PAMPA,Loventué,Victorica,0,0,0,2,0,1,0,482,485
1731,LA PAMPA,Loventué,Loventué,0,0,0,1,0,0,0,0,1
1732,LA PAMPA,Maracó,Agustoni,0,0,0,0,0,0,0,29,29
1733,LA PAMPA,Maracó,Dorila,0,0,0,1,0,0,0,53,54
1734,LA PAMPA,Maracó,General Pico,254,1,91,1538,91,1,0,302,2111
1735,LA PAMPA,Maracó,Speluzzi,0,0,0,1,0,0,0,41,42
1736,LA PAMPA,OTROS,OTROS,0,1,0,0,0,0,0,0,1
1737,LA PAMPA,Puelén,25 de Mayo,0,0,0,103,0,0,0,950,198
1738,LA PAMPA,Puelén,Puelén,0,0,1,0,0,2,0,125,128
1739,LA PAMPA,Puelén,Casa De Piedra,0,0,0,0,0,0,0,47,47
1740,LA PAMPA,Quemú Quemú,Colonia Barón,0,0,2,550,0,1,0,90,643
1741,LA PAMPA,Quemú Quemú,Miguel Cané,0,0,0,1,105,1,0,0,107
1742,LA PAMPA,Quemú Quemú,Quemú Quemú,0,0,1,2,113,1,0,143,260
1743,LA PAMPA,Quemú Quemú,Relmo,0,0,0,0,26,0,0,0,26
1744,LA PAMPA,Quemú Quemú,Villa Mirasol,0,0,0,0,0,0,0,169,169
1745,LA PAMPA,Rancul,Caleufú,0,350,0,2,0,1,0,0,353
1746,LA PAMPA,Rancul,La Maruja,0,150,0,0,0,1,0,0,151
1747,LA PAMPA,Rancul,Parera,0,0,0,455,0,1,0,272,728
1748,LA PAMPA,Rancul,Quetrequén,0,0,0,1,0,1,0,152,154
1749,LA PAMPA,Rancul,Rancul,0,0,0,158,0,2,0,677,837
1750,LA PAMPA,Rancul,Pichi Huinca,0,0,0,1,0,0,0,0,1
1751,LA PAMPA,Realicó,Adolfo Van Praet,0,6,0,0,0,1,0,23,30
1752,LA PAMPA,Realicó,Alta Italia,0,0,0,0,0,1,0,463,464
1753,LA PAMPA,Realicó,Damián Maisonave (Est. Simson),0,0,0,2,0,0,0,109,111
1754,LA PAMPA,Realicó,Embajador Martini,15,0,0,7,0,1,0,531,554
1755,LA PAMPA,Realicó,Falucho,0,0,0,0,0,1,0,82,83
1756,LA PAMPA,Realicó,Ingeniero Luiggi,0,0,0,240,0,2,0,142,166
1757,LA PAMPA,Realicó,Ojeda,0,0,0,0,0,0,0,9,9
1758,LA PAMPA,Realicó,Realicó,171,0,1,193,0,1,0,123,334
1759,LA PAMPA,Toay,Toay,225,533,0,557,0,1,0,259,637
1760,LA PAMPA,Trenel,Arata,0,0,0,1,0,1,0,256,258
1761,LA PAMPA,Trenel,Metileo,0,0,0,0,0,1,0,60,61
1762,LA PAMPA,Trenel,Trenel,84,652,0,0,0,2,0,274,101
1763,LA PAMPA,Utracán,Ataliva Roca,0,0,0,2,0,1,0,310,313
1764,LA PAMPA,Utracán,Chacharramendi,0,0,0,0,0,2,0,85,87
1765,LA PAMPA,Utracán,Colonia Santa María,0,0,1,1,0,0,0,145,147
1766,LA PAMPA,Utracán,General Acha,551,292,0,970,0,3,0,333,477
1767,LA PAMPA,Utracán,Quehué,0,0,0,1,0,1,0,242,244
1768,LA PAMPA,Utracán,Unanué,0,0,0,1,0,0,0,56,57
1769,LA PAMPA,Lihuel Calel,Cuchillo Co,0,0,0,1,0,2,0,0,3
1770,LA RIOJA,Arauco,Aimogasta,99,203,0,4,0,1,0,87,222
1771,LA RIOJA,Arauco,Estación Mazán,0,0,0,0,0,1,0,14,15
1772,LA RIOJA,Arauco,Villa Mazán,0,0,0,0,0,0,0,156,156
1773,LA RIOJA,Arauco,Machigasta,0,0,0,0,0,0,0,3,3
1774,LA RIOJA,Capital,La Rioja,472,3542,4,1594,6,4,0,122,5732
1775,LA RIOJA,Castro Barros,Anillaco,0,453,0,1,0,1,0,0,455
1776,LA RIOJA,Castro Barros,Los Molinos,0,49,0,0,0,0,0,4,53
1777,LA RIOJA,Castro Barros,San Pedro,0,28,0,0,0,0,0,45,73
1778,LA RIOJA,Castro Barros,Aminga,0,158,0,1,0,0,0,17,176
1779,LA RIOJA,Castro Barros,Anjullón,0,44,0,1,0,0,0,64,109
1780,LA RIOJA,Castro Barros,Chuquis,0,39,0,0,0,0,0,0,39
1781,LA RIOJA,Castro Barros,Pinchas,0,49,0,0,0,0,0,1,50
1782,LA RIOJA,Castro Barros,Santa Vera Cruz,0,0,0,0,0,0,0,5,5
1783,LA RIOJA,Chamical,Chamical,210,296,0,8,0,1,0,9,319
1784,LA RIOJA,Chilecito,Chilecito,917,451,0,334,0,0,0,96,886
1785,LA RIOJA,Chilecito,Colonia Vichigasta,0,0,0,0,0,1,0,0,1
1786,LA RIOJA,Chilecito,Los Sarmientos,0,157,0,0,0,0,0,0,157
1787,LA RIOJA,Chilecito,Nonogasta,83,824,0,1,0,1,0,6,915
1788,LA RIOJA,Chilecito,San Miguel,0,60,0,0,0,0,0,5,65
1789,LA RIOJA,Chilecito,San Nicolás,0,0,0,0,0,0,0,7,7
1790,LA RIOJA,Chilecito,Vichigasta,42,0,0,1,0,2,0,103,148
1791,LA RIOJA,Chilecito,Colonia Anguinán,0,161,0,1,0,0,0,69,231
1792,LA RIOJA,Chilecito,Guanchín,0,0,0,0,0,0,0,2,2
1793,LA RIOJA,Chilecito,Malligasta,0,0,0,0,0,0,0,185,185
1794,LA RIOJA,Chilecito,Santa Florentina,0,0,0,0,0,0,0,7,7
1795,LA RIOJA,Chilecito,Sañogasta,0,0,0,0,0,0,0,219,219
1796,LA RIOJA,Chilecito,Tilimuqui,0,0,0,0,0,0,0,13,13
1797,LA RIOJA,Chilecito,La Puntilla,0,0,0,0,0,0,0,1,1
1798,LA RIOJA,Coronel Felipe Varela,Guandacol,1,379,0,2,0,1,0,0,383
1799,LA RIOJA,Coronel Felipe Varela,Santa Clara,0,0,0,0,0,0,0,41,41
1800,LA RIOJA,Coronel Felipe Varela,Villa Unión,0,112,0,3,0,1,0,258,138
1801,LA RIOJA,Coronel Felipe Varela,Aicuña,0,0,0,0,0,0,0,47,47
1802,LA RIOJA,Coronel Felipe Varela,Los Palacios,0,0,0,0,0,0,0,107,107
1803,LA RIOJA,Coronel Felipe Varela,Pagancillo,0,0,0,1,0,0,0,126,127
1804,LA RIOJA,Famatina,Famatina,1,202,0,2,0,0,0,5,210
1805,LA RIOJA,Famatina,Angulos,0,0,0,0,0,0,0,6,6
1806,LA RIOJA,Famatina,Campanas,0,0,0,1,0,0,0,161,162
1807,LA RIOJA,Famatina,Chañarmuyo,0,0,0,0,0,0,0,29,29
1808,LA RIOJA,Famatina,La Cuadra,0,0,0,0,0,0,0,22,22
1809,LA RIOJA,Famatina,Pituil,0,0,0,0,0,0,0,153,153
1810,LA RIOJA,Famatina,Santa Cruz,0,0,0,0,0,0,0,22,22
1811,LA RIOJA,General Angel V. Peñaloza,Tama,8,0,0,1,0,0,0,149,158
1812,LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,0,0,0,1,0,0,0,93,94
1813,LA RIOJA,General Belgrano,Chañar,8,0,0,1,0,0,0,90,99
1814,LA RIOJA,General Belgrano,Loma Blanca,0,0,0,0,0,2,0,0,2
1815,LA RIOJA,General Belgrano,Olta,0,107,0,1,0,1,0,6,108
1816,LA RIOJA,General Belgrano,Castro Barros,0,0,0,0,0,0,0,1,1
1817,LA RIOJA,General Ocampo,Santa Rita de Catuna,0,299,0,0,0,1,0,0,300
1818,LA RIOJA,General Ocampo,Ambil,0,0,0,0,0,0,0,34,34
1819,LA RIOJA,General Ocampo,Milagro,0,813,0,1,0,0,0,0,814
1820,LA RIOJA,General San Martín,Ulapes,0,691,0,2,0,0,0,1,694
1821,LA RIOJA,Independencia,Amaná,1,0,0,0,0,0,0,1,2
1822,LA RIOJA,Independencia,OTROS,0,0,0,0,0,1,0,0,1
1823,LA RIOJA,Independencia,Patquía,28,0,0,1,0,0,0,279,308
1824,LA RIOJA,Rosario Vera Peñaloza,Chepes,2,231,0,3,0,1,0,373,269
1825,LA RIOJA,Rosario Vera Peñaloza,Desiderio Tello,0,0,0,0,0,0,0,116,116
1826,LA RIOJA,Sanagasta,Villa Sanagasta,0,543,0,5,0,1,0,5,554
1827,LA RIOJA,San Blas de los Sauces,Los Robles,0,1,0,3,0,1,0,102,107
1828,LA RIOJA,San Blas de los Sauces,Alpasinche,0,0,0,2,0,0,0,49,51
1829,LA RIOJA,San Blas de los Sauces,Salicas - San Blas,0,0,0,0,0,0,0,156,156
1830,LA RIOJA,San Blas de los Sauces,Andolucas,0,0,0,0,0,0,0,16,16
1831,LA RIOJA,San Blas de los Sauces,Chaupihuasi,0,0,0,0,0,0,0,16,16
1832,LA RIOJA,San Blas de los Sauces,Cuipan,0,0,0,0,0,0,0,50,50
1833,LA RIOJA,San Blas de los Sauces,Las Talas,0,1,0,0,0,0,0,42,43
1834,LA RIOJA,San Blas de los Sauces,San Blas,0,0,0,0,0,0,0,48,48
1835,LA RIOJA,San Blas de los Sauces,Shaqui,0,0,0,1,0,0,0,73,74
1836,LA RIOJA,San Blas de los Sauces,Suriyaco,0,0,0,0,0,0,0,2,2
1837,LA RIOJA,San Blas de los Sauces,Tuyubil,0,0,0,0,0,0,0,2,2
1838,LA RIOJA,General Juan F. Quiroga,San Antonio,0,0,0,0,0,0,0,33,33
1839,LA RIOJA,General Juan F. Quiroga,Malanzán,0,0,0,1,0,0,0,347,348
1840,LA RIOJA,General Juan F. Quiroga,Nácate,0,0,0,0,0,0,0,78,78
1841,LA RIOJA,General Juan F. Quiroga,Portezuelo,0,0,0,1,0,0,0,227,228
1842,LA RIOJA,General Lamadrid,Villa Castelli,0,0,0,1,0,0,0,255,256
1843,LA RIOJA,Vinchina,Jagüé,0,0,0,0,0,0,0,2,2
1844,LA RIOJA,Vinchina,Villa San José de Vinchina,0,0,0,2,0,0,0,431,433
1845,MENDOZA,Capital,Mendoza,699,6882,182,3569,202,22,0,204,11395
1846,MENDOZA,General Alvear,Bowen,0,64,1,0,0,0,0,91,156
1847,MENDOZA,General Alvear,General Alvear,782,381,1,222,411,1,0,341,1064
